0,770,771,772,773,774,775,0,0,0,0,886,887,0,0,0,0,0,0,0
777,778,779,0,781,782,783,0,0,0,0,894,895,0,0,0,0,309,310,311
0,786,787,788,0,0,791,0,0,0,0,902,1000,0,0,0,0,317,318,319
0,0,0,0,0,798,799,0,0,0,0,0,0,0,0,0,0,325,326,327
0,0,0,0,805,806,807,0,0,0,0,0,0,0,0,0,0,333,334,335
20,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0
0,329,330,331,332,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
336,337,338,339,340,341,342,343,0,0,0,0,0,0,0,0,0,0,29,1240
344,345,346,347,348,349,350,351,0,0,0,0,0,0,0,0,0,0,0,1248
352,353,354,355,356,357,358,359,0,0,0,0,0,0,0,0,0,0,0,1248
360,361,362,363,364,365,366,367,36,11,0,0,12,0,0,0,0,0,0,1248
368,369,370,371,372,373,374,375,12,36,0,0,0,677,678,0,0,0,0,1256
376,377,378,379,380,381,382,383,0,0,0,0,684,685,686,687,30,31,0,1264
384,385,1000,387,388,389,390,391,0,0,0,0,692,693,694,695,0,0,0,1272
