54,54,54,54,54,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,54,54,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,54,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
