0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,112,112,112,112,112,112,112,112,0,0,0,0,0,0
0,0,0,0,0,112,54,54,54,54,54,54,54,54,112,0,0,0,0,0
0,0,0,0,112,54,54,54,54,54,54,54,54,54,54,112,0,0,0,0
0,0,0,112,54,54,54,54,54,54,54,54,54,54,54,54,112,0,0,0
0,0,112,54,54,54,54,54,54,54,54,54,54,54,54,54,54,112,0,0
0,0,112,54,54,54,54,54,54,54,54,54,54,54,54,54,54,112,0,0
0,0,0,112,112,54,54,54,54,54,54,54,54,54,54,112,112,0,0,0
0,0,0,0,0,112,112,54,54,54,54,54,54,112,112,0,0,0,0,0
0,0,0,0,0,0,0,112,112,54,54,112,112,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
