5496,5543,5544,5545,5546,5543,5544,5545,5546,5543,5544,5545,5546,5543,5544,5545,5546,5543,5544,5545,5546,5546,5543,5544,5545,5546,5546,5543,5544,5545,5546,5543,5544,5545,5546,5543,5544,5545,5546,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,5513,2606,2607,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,5513,2622,2623,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,5513,-1,-1,-1,-1,-1,-1,5513,-1,-1,5496
5496,-1,-1,-1,-1,-1,-1,-1,3818,3819,5513,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,5513,-1,-1,-1,-1,-1,5513,-1,-1,5513,-1,-1,-1,-1,-1,-1,5496
5512,-1,-1,-1,-1,-1,-1,-1,3834,3835,5513,-1,-1,-1,-1,5513,-1,-1,-1,5513,-1,-1,-1,5513,-1,-1,-1,-1,-1,5513,-1,-1,5513,-1,-1,-1,-1,-1,-1,5496
5528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,5513,-1,-1,-1,5496,5732,5733,-1,-1,-1,5513,-1,-1,5513,-1,-1,-1,-1,-1,-1,5496
5544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5513,-1,-1,-1,-1,-1,-1,-1,5512,5748,5749,-1,-1,-1,-1,-1,-1,5513,5513,5496,-1,-1,-1,-1,5496
5496,5513,5513,5513,5513,5513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5496,-1,-1,-1,-1,-1,-1,5528,5511,5512,5513,5514,-1,-1,-1,-1,-1,-1,5512,-1,-1,-1,-1,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5512,-1,-1,-1,-1,-1,-1,5544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5528,-1,-1,-1,-1,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5511,5512,5513,5514,-1,-1,5528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5544,-1,-1,-1,-1,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5512,3438,3439,-1,-1,-1,5544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5496,-1,-1,-1,-1,5496
5496,4000,4001,4002,4003,-1,-1,-1,-1,-1,5528,3454,3455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5511,5512,5513,5514,5511,5512,5513,5514,-1,-1,-1,5512,-1,-1,-1,-1,5496
5496,4016,4017,4018,4019,-1,-1,-1,-1,-1,5544,3470,3471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5528,-1,-1,-1,-1,5496
5496,5513,5513,5513,5513,5513,5513,-1,-1,-1,5512,3486,3487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5544,-1,-1,-1,-1,5496
5496,-1,-1,-1,-1,-1,-1,-1,-1,-1,5528,5511,5512,5513,5514,5511,5512,5513,5514,5511,5512,5513,5514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5496,-1,-1,-1,-1,5496
